recording_id,cutter_id,follower_id,from_lane,to_lane,relation_start_frame,relation_end_frame,relation_start_time,relation_rows,dhw_min,thw_min,ttc_min,dhw_min_raw_window,thw_min_raw_window,ttc_min_raw_window
02,296,297,3,2,6777,6826,271.08,50,13.860000000000014,0.5717821782178224,inf,0.8700000000000045,0.03575832305795333,inf
02,965,964,3,2,21987,22036,879.48,50,14.200000000000017,0.572580645161291,inf,3.5500000000000114,0.14326069410815218,inf
13,2570,2569,6,7,23385,23434,935.4,50,17.50999999999999,0.5725964682799213,inf,6.559999999999988,0.216859504132231,inf
15,373,372,5,6,7339,7388,293.56,50,13.949999999999989,0.5731306491372222,inf,6.460000000000036,0.26961602671118684,inf
12,477,480,6,7,3730,3779,149.2,50,14.71999999999997,0.575224697147322,inf,10.769999999999982,0.42136150234741715,inf
11,876,877,4,3,7307,7356,292.28,50,13.399999999999977,0.5756013745704457,inf,2.9399999999999977,0.125212947189097,inf
06,253,252,6,7,5145,5194,205.8,50,19.569999999999993,0.5757575757575755,inf,11.550000000000011,0.3406074904158069,inf
05,799,798,6,7,18423,18472,736.92,50,18.439999999999998,0.5764301344170053,inf,0.7000000000000028,0.021834061135371265,inf
14,2587,2590,3,2,25309,25358,1012.36,50,13.449999999999989,0.576758147512864,inf,11.199999999999989,0.4733727810650883,inf
04,806,807,6,7,18759,18808,750.36,50,19.060000000000002,0.5768765133171914,inf,12.909999999999998,0.3900302114803625,inf
14,2626,2623,6,7,25639,25671,1025.56,33,19.370000000000005,0.577691619445273,inf,11.069999999999993,0.3336347197106689,inf
07,598,599,7,8,10296,10345,411.84,50,13.790000000000006,0.5779547359597655,inf,11.260000000000005,0.474105263157895,inf
02,975,974,3,2,22256,22305,890.24,50,17.109999999999985,0.57804054054054,inf,7.539999999999992,0.2575136612021855,inf
09,830,831,4,3,15993,16042,639.72,50,20.569999999999993,0.5786216596343177,inf,14.77000000000001,0.4121093750000002,inf
05,239,238,6,7,5447,5496,217.88,50,20.049999999999983,0.5789777649436899,inf,7.6200000000000045,0.2194068528649584,inf
15,10,23,3,2,128,177,5.12,50,13.539999999999992,0.5793752674368845,inf,11.710000000000008,0.4957662997459783,inf
04,342,344,7,8,8008,8057,320.32,50,13.669999999999987,0.5809604759880997,inf,10.280000000000001,0.43448858833474224,inf
12,1341,1338,6,7,11106,11155,444.24,50,17.170000000000016,0.5818366655371066,inf,9.519999999999982,0.32647462277091843,inf
09,1235,1236,4,3,23375,23424,935.0,50,19.649999999999977,0.5823947836395962,inf,10.389999999999986,0.3060382916053015,inf
02,1052,1056,2,3,23937,23986,957.48,50,13.900000000000006,0.584279108869273,inf,13.069999999999965,0.5489290214195701,24.962264150943376
14,1582,1581,7,8,15095,15144,603.8,50,14.189999999999998,0.5851546391752577,inf,2.7099999999999937,0.11216887417218517,inf
05,936,937,3,4,21868,21917,874.72,50,17.080000000000013,0.5855330819334937,inf,16.74000000000001,0.5730914070523796,11.97972972972972
13,2174,2176,6,7,19570,19619,782.8,50,17.889999999999997,0.5861730013106159,inf,13.999999999999998,0.4596191726854891,inf
07,827,828,3,2,14407,14456,576.28,50,13.860000000000014,0.5892857142857149,inf,11.050000000000011,0.467625899280576,inf
04,882,883,7,8,21047,21086,841.88,40,14.180000000000007,0.5900957136912196,inf,11.340000000000032,0.4736842105263171,inf
09,289,290,6,7,5472,5521,218.88,50,24.47,0.5914914189025864,inf,14.119999999999976,0.34380326272218104,inf
14,1797,1796,4,3,17374,17423,694.96,50,17.439999999999998,0.5915875169606511,inf,4.109999999999957,0.13936927772125998,inf
12,912,916,6,7,6987,7036,279.48,50,14.219999999999992,0.5920066611157365,inf,11.719999999999999,0.4881299458558933,inf
19,263,262,5,6,6097,6146,243.88,50,17.02000000000004,0.5926183844011156,inf,6.960000000000008,0.24335664335664361,inf
13,1992,1985,4,3,18066,18099,722.64,34,15.819999999999993,0.5927313600599473,inf,4.959999999999994,0.1841128433556048,inf
11,984,986,3,2,8172,8221,326.88,50,15.340000000000003,0.5931941221964425,inf,15.049999999999955,0.5722433460076028,19.89999999999993
17,96,97,5,6,1639,1688,65.56,50,16.02000000000001,0.5948756034162648,inf,5.540000000000001,0.2062546537602383,inf
14,2325,2328,7,8,23039,23088,921.56,50,13.440000000000026,0.596008869179602,inf,8.47999999999999,0.37638703950288455,inf
16,545,544,5,6,13323,13370,532.92,48,18.140000000000015,0.5961222477817948,inf,6.199999999999989,0.20646020646020607,inf
19,336,335,3,2,7894,7943,315.76,50,15.02000000000001,0.5967421533571716,inf,1.0100000000000193,0.039592316738534666,inf
12,1216,1218,6,7,9839,9888,393.56,50,18.24000000000001,0.5970540098199676,inf,12.600000000000001,0.4172185430463577,inf
11,1056,1057,6,7,8833,8882,353.32,50,17.700000000000003,0.5971659919028341,inf,8.269999999999996,0.2797699594046007,inf
13,1737,1734,6,7,15748,15797,629.92,50,18.019999999999982,0.5972820682797475,inf,7.299999999999983,0.2459568733153633,inf
14,1371,1374,4,3,12818,12867,512.72,50,18.059999999999945,0.5974197816738321,inf,15.159999999999968,0.5013227513227503,inf
20,231,234,3,2,4430,4479,177.2,50,14.839999999999975,0.5974235104669877,inf,12.350000000000023,0.49718196457326985,inf
14,1802,1803,3,2,17330,17379,693.2,50,17.069999999999993,0.5991575991575989,inf,7.920000000000016,0.27769985974754613,inf
09,791,789,7,8,15444,15493,617.76,50,14.379999999999995,0.5991666666666665,inf,5.149999999999977,0.21557136877354446,inf
12,244,245,4,3,1787,1836,71.48,50,12.689999999999998,0.5997164461247636,inf,6.389999999999986,0.31308182263596207,inf
09,175,176,7,8,3084,3126,123.36,43,14.359999999999957,0.5998329156223875,inf,10.410000000000025,0.43556485355648644,inf
09,1322,1323,6,7,25020,25069,1000.8,50,19.24000000000001,0.6010621680724777,inf,4.83,0.15193457061969173,inf
05,666,667,7,8,15641,15690,625.64,50,15.829999999999998,0.6012153437143942,inf,2.0900000000000034,0.07977099236641234,inf
09,1092,1091,6,7,20876,20925,835.04,50,19.849999999999994,0.6020624810433726,inf,9.909999999999997,0.30012113870381574,inf
05,1098,1100,6,7,25958,26007,1038.32,50,20.5,0.6038291605301914,inf,13.219999999999999,0.38587273788674836,inf
10,14,15,7,8,145,194,5.8,50,14.189999999999984,0.6048593350383624,inf,9.159999999999997,0.3921232876712327,inf
09,813,812,6,7,15754,15803,630.16,50,19.860000000000014,0.6058572300183043,inf,12.280000000000001,0.37831176833025265,inf
04,849,848,4,3,20051,20100,802.04,50,19.00999999999999,0.6061862244897956,inf,8.089999999999975,0.25690695458875756,inf
02,902,900,3,2,20507,20556,820.28,50,16.920000000000016,0.6064516129032264,inf,3.450000000000017,0.12325830653804992,inf
12,2368,2370,7,8,20011,20060,800.44,50,13.579999999999984,0.6067917783735471,inf,9.649999999999991,0.43234767025089565,inf
07,80,78,6,7,1196,1245,47.84,50,20.74999999999997,0.6083260041043674,inf,5.27000000000001,0.15619442797866065,inf
16,585,586,5,6,14313,14362,572.52,50,13.989999999999995,0.6090552895080538,inf,0.4299999999999997,0.018851380973257333,inf
04,693,694,3,2,16524,16573,660.96,50,14.580000000000041,0.6097867001254722,inf,-2.7799999999999727,-0.11715128529287706,inf
19,104,103,5,6,2570,2619,102.8,50,19.500000000000014,0.6105197244834069,inf,4.199999999999996,0.13414244650271465,inf
11,1622,1621,4,3,14068,14117,562.72,50,15.159999999999997,0.6122778675282712,inf,5.329999999999984,0.21337069655724517,inf
14,1376,1374,4,3,13025,13074,521.0,50,17.75,0.6135499481507086,inf,9.549999999999983,0.32739115529653695,inf
16,319,318,3,2,7587,7636,303.48,50,14.310000000000002,0.615483870967742,inf,5.349999999999994,0.22554806070826283,inf
14,779,780,3,2,7232,7281,289.28,50,13.850000000000023,0.6158292574477556,inf,5.71999999999997,0.25343376163048165,inf
12,1823,1825,6,7,15266,15315,610.64,50,19.46,0.6179739599872976,inf,16.28,0.5224646983311939,inf
06,51,53,4,3,1034,1083,41.36,50,21.730000000000018,0.6180318543799779,inf,14.509999999999991,0.41291974957313576,inf
14,69,68,6,7,638,687,25.52,50,19.689999999999998,0.6184045226130652,inf,14.01000000000002,0.44476190476190536,inf
07,801,802,7,8,13870,13919,554.8,50,14.549999999999997,0.6186224489795917,inf,5.630000000000003,0.23998294970161987,inf
14,1725,1723,3,2,16795,16844,671.8,50,14.97999999999999,0.6192641587432819,inf,3.609999999999985,0.14868204283360728,inf
20,84,86,3,2,1859,1908,74.36,50,14.129999999999995,0.6194651468654098,inf,9.869999999999976,0.4278283485045503,inf
07,468,469,7,8,8027,8076,321.08,50,18.949999999999996,0.6198887798495255,inf,13.81,0.45160235448005237,inf
12,1922,1924,3,2,16332,16381,653.28,50,15.060000000000002,0.6210309278350516,inf,6.150000000000006,0.25132815692684946,inf
18,195,193,3,2,4556,4605,182.24,50,15.649999999999991,0.621525019857029,inf,2.359999999999985,0.09254901960784256,inf
08,870,871,3,4,15031,15080,601.24,50,19.090000000000003,0.6216216216216226,inf,18.379999999999995,0.5917578879587894,inf
19,227,226,5,6,5351,5400,214.04,50,16.46999999999997,0.6217440543601348,inf,4.430000000000007,0.16786661614247847,inf
15,553,554,3,2,10737,10786,429.48,50,16.029999999999973,0.6222826086956511,inf,1.759999999999991,0.0675105485232064,inf
08,673,674,4,3,11970,12019,478.8,50,20.50999999999999,0.6226472374013355,inf,14.690000000000055,0.44718417047184333,inf
12,1252,1251,6,7,10267,10316,410.68,50,15.480000000000018,0.6226870474658093,inf,4.22999999999999,0.17118575475515943,inf
04,288,287,3,2,6451,6500,258.04,50,15.090000000000003,0.6245860927152319,inf,2.1900000000000546,0.0893512851897207,inf
17,467,468,3,2,10584,10633,423.36,50,20.390000000000015,0.6246936274509808,inf,13.319999999999936,0.4036363636363617,inf
11,973,976,4,3,8249,8298,329.96,50,16.290000000000006,0.6248561565017263,inf,14.680000000000007,0.5618063528511292,inf
06,461,460,6,7,9667,9716,386.68,50,19.069999999999993,0.625245901639344,inf,10.109999999999985,0.33256578947368376,inf
12,765,757,3,2,6197,6246,247.88,50,11.63000000000001,0.6252688172043015,inf,7.210000000000008,0.3878429263044652,inf
07,484,482,3,2,8403,8452,336.12,50,17.54000000000002,0.6253119429590025,inf,0.9400000000000261,0.033728022963761255,inf
20,702,704,3,2,14740,14789,589.6,50,14.320000000000022,0.6266958424507668,inf,8.629999999999995,0.38034376377258683,inf
06,868,866,7,8,18269,18318,730.76,50,16.039999999999964,0.627297614391864,inf,2.870000000000033,0.11294765840220515,inf
13,2714,2715,4,3,24747,24796,989.88,50,15.929999999999978,0.6279069767441852,inf,8.509999999999991,0.343699515347334,inf
14,375,379,3,2,3200,3249,128.0,50,15.680000000000007,0.6304784881383195,inf,14.490000000000009,0.5821615106468465,inf
20,601,600,6,5,12298,12347,491.92,50,17.349999999999994,0.6309090909090918,inf,16.410000000000025,0.6187782805429873,inf
17,889,888,3,2,20010,20059,800.4,50,15.090000000000003,0.6311166875784192,inf,-1.2500000000000568,-0.051503914297488955,inf
17,685,686,3,2,16024,16073,640.96,50,15.300000000000011,0.6317093311312969,inf,1.420000000000016,0.058006535947713066,inf
20,518,520,5,6,10514,10563,420.56,50,14.309999999999995,0.6331858407079644,inf,12.309999999999999,0.5456560283687943,inf
07,178,177,4,3,2883,2932,115.32,50,21.760000000000005,0.6332945285215368,inf,15.150000000000006,0.4342218400687878,inf
04,59,58,6,7,1217,1266,48.68,50,17.00999999999999,0.6342281879194628,inf,3.5799999999999983,0.1351453378633446,inf
11,1230,1233,3,2,10697,10746,427.88,50,15.350000000000009,0.6350848158874641,inf,12.46999999999997,0.5125359638306606,inf
07,723,724,3,2,12632,12681,505.28,50,21.319999999999993,0.636417910447761,inf,12.53000000000003,0.3728057125855409,inf
17,105,104,3,2,2060,2109,82.4,50,15.220000000000027,0.638958858102436,inf,-2.569999999999993,-0.10646230323115133,inf
16,689,688,5,6,16460,16509,658.4,50,17.97999999999999,0.6407697790449034,inf,2.7399999999999807,0.0986321094312448,inf
11,192,193,6,7,1521,1570,60.84,50,19.860000000000014,0.6414728682170547,inf,12.560000000000002,0.407131280388979,inf
04,889,890,3,2,20988,21037,839.52,50,19.299999999999983,0.642476697736351,inf,11.730000000000018,0.3844641101278275,inf
13,1795,1796,6,7,16144,16193,645.76,50,19.340000000000003,0.6429521276595747,inf,9.969999999999999,0.33478844862323703,inf
10,212,213,6,7,3625,3674,145.0,50,18.11,0.6433392539964476,inf,8.509999999999998,0.3032786885245901,inf
08,1528,1529,3,2,25946,25995,1037.84,50,16.940000000000055,0.644106463878329,inf,10.259999999999991,0.38981762917933094,inf
03,541,539,3,2,14685,14723,587.4,39,15.68,0.6447368421052632,inf,3.1700000000000017,0.13007796471070995,inf
10,532,531,4,3,8830,8879,353.2,50,21.430000000000007,0.644899187481192,inf,12.699999999999989,0.3764078245406043,inf
05,752,754,4,3,17483,17532,699.32,50,16.260000000000048,0.6454942437475207,inf,4.240000000000009,0.1667322060558399,inf
06,334,333,2,3,7071,7120,282.84,50,15.149999999999991,0.6468830059777964,inf,12.01000000000002,0.5167814113597254,inf
16,543,544,5,6,13224,13273,528.96,50,19.16000000000001,0.6470786896318815,inf,8.019999999999996,0.2747516272696127,inf
08,78,80,4,3,1080,1129,43.2,50,19.75,0.6475409836065574,inf,15.110000000000014,0.4963863337713539,inf
09,204,205,6,7,3552,3601,142.08,50,17.000000000000014,0.6481128478841027,inf,7.969999999999999,0.30281155015197564,inf
05,879,875,6,7,20346,20395,813.84,50,16.31000000000006,0.6482511923688418,inf,-3.7600000000000193,-0.15040000000000078,inf
02,300,298,5,6,6956,7004,278.24,49,23.97999999999996,0.6486340275899367,inf,5.829999999999984,0.15816603364080262,inf
04,115,118,6,7,2870,2919,114.8,50,16.539999999999992,0.6501572327044022,inf,6.809999999999995,0.26705882352941157,inf
06,211,210,6,7,4551,4600,182.04,50,18.560000000000002,0.6519142957499123,inf,4.340000000000003,0.15174825174825185,inf
05,35,33,7,8,730,764,29.2,35,16.559999999999945,0.6519685039370058,inf,8.310000000000002,0.32755222703981085,inf
01,167,166,5,6,3841,3890,153.64,50,20.0,0.6538084341288003,inf,2.8999999999999915,0.0953320184089412,inf
13,1217,1222,3,2,11195,11244,447.8,50,15.180000000000007,0.6548748921484041,inf,12.720000000000027,0.5468615649183158,inf
12,2137,2136,3,2,18216,18265,728.64,50,14.240000000000009,0.6559189313680336,inf,7.300000000000011,0.33702677746999127,inf
08,703,704,4,3,12554,12603,502.16,50,22.07000000000002,0.6572364502680174,inf,10.850000000000023,0.32015343759221077,inf
06,1108,1110,6,7,23983,24032,959.32,50,21.370000000000005,0.6577408433364113,inf,17.52000000000004,0.5384142593730805,inf
06,733,728,4,3,15278,15327,611.12,50,16.38000000000001,0.6578313253012052,inf,-2.9700000000000273,-0.11956521739130545,inf
08,731,734,3,4,12983,13032,519.32,50,25.599999999999994,0.6591143151390317,inf,24.819999999999993,0.6347626339969373,50.020000000000095
13,1046,1043,4,3,9486,9516,379.44,31,18.68,0.6593716907871514,inf,4.6000000000000085,0.1619718309859158,inf
12,1163,1162,6,7,9351,9400,374.04,50,20.129999999999995,0.6595674967234599,inf,14.620000000000005,0.4873333333333335,inf
06,82,81,3,2,1820,1854,72.8,35,21.53000000000003,0.6612407862407871,inf,6.319999999999993,0.1966397013067826,inf
06,92,90,6,7,1984,2033,79.36,50,23.52000000000001,0.662535211267606,inf,4.739999999999995,0.13292204150308456,inf
14,368,371,6,7,3345,3394,133.8,50,22.20999999999998,0.6627872276932253,inf,20.650000000000006,0.6125111176993774,inf
07,368,366,6,7,6115,6143,244.6,29,22.25999999999999,0.6628945801072065,inf,8.669999999999987,0.261933534743202,inf
12,625,626,6,7,4810,4859,192.4,50,21.129999999999995,0.6634222919937204,inf,12.169999999999987,0.38476130256085955,inf
02,616,615,3,2,13589,13638,543.56,50,16.30000000000001,0.66530612244898,inf,3.8100000000000023,0.1549410329402197,inf
13,1297,1298,4,3,11771,11820,470.84,50,19.24000000000001,0.6655136630923559,inf,10.990000000000009,0.37611225188227276,inf
13,1717,1714,3,2,15660,15709,626.4,50,15.200000000000003,0.6657906263688131,inf,10.75,0.46516659454781484,inf
13,722,723,4,3,6076,6125,243.04,50,19.87000000000006,0.6667785234899349,inf,7.100000000000023,0.2392183288409711,inf
08,1472,1473,6,7,24634,24683,985.36,50,21.150000000000006,0.6669820245979188,inf,13.93,0.4388783868935098,inf
04,434,433,4,3,9895,9944,395.8,50,15.149999999999977,0.667989417989417,inf,2.5600000000000023,0.11257695690413379,inf
06,84,83,6,7,1924,1973,76.96,50,22.139999999999986,0.6680748340374166,inf,13.660000000000025,0.41306319927426743,inf
20,952,950,3,2,20033,20082,801.32,50,15.639999999999986,0.6692340607616596,inf,-1.670000000000016,-0.07082273112807531,inf
13,1006,1007,6,7,9019,9068,360.76,50,23.28000000000003,0.6695427092320975,inf,17.339999999999975,0.5052447552447545,inf
13,1863,1867,3,2,16818,16867,672.72,50,15.71999999999997,0.6700767263427098,inf,12.860000000000014,0.5405632618747379,inf
07,744,745,6,7,13155,13204,526.2,50,16.569999999999993,0.6705787130716306,inf,6.099999999999994,0.24796747967479651,inf
11,427,431,3,2,3466,3515,138.64,50,14.229999999999961,0.670909948137669,inf,7.220000000000027,0.3425047438330184,inf
04,1113,1112,4,3,26358,26407,1054.32,50,16.55000000000001,0.6713995943204873,inf,-4.53000000000003,-0.18414634146341582,inf
03,488,489,5,6,12831,12880,513.24,50,16.490000000000002,0.6714169381107493,inf,1.8000000000000007,0.07377049180327873,inf
04,1086,1084,3,2,25890,25934,1035.6,45,17.040000000000006,0.6716594402838,inf,-2.8100000000000023,-0.11146370487901636,inf
14,2299,2297,4,3,22750,22799,910.0,50,23.39999999999999,0.6728004600345023,inf,13.609999999999985,0.39131684876365685,inf
10,98,95,4,3,1514,1563,60.56,50,21.049999999999997,0.6729539641943733,inf,0.9699999999999989,0.030852417302798946,inf
20,423,421,3,2,8673,8722,346.92,50,16.420000000000016,0.6732267322673233,inf,0.8600000000000136,0.03477557622321123,inf
06,207,206,7,8,4427,4476,177.08,50,15.890000000000015,0.6733050847457633,inf,1.4199999999999875,0.060144006776788966,inf
09,732,731,4,3,14151,14200,566.04,50,23.090000000000003,0.6737671432740007,inf,7.439999999999998,0.2162790697674418,inf
14,378,381,4,3,3218,3267,128.72,50,21.75,0.6744186046511628,inf,20.379999999999995,0.6317420954742714,inf
13,950,951,4,3,8488,8537,339.52,50,21.400000000000006,0.6744405924992123,inf,19.210000000000008,0.5986288563415396,inf
08,1143,1144,3,2,19256,19305,770.24,50,21.840000000000003,0.6744904261890056,inf,17.03,0.5215926493108729,inf
05,354,357,7,8,8283,8332,331.32,50,15.019999999999996,0.6747529200359387,inf,12.820000000000002,0.578781038374718,inf
08,1448,1449,4,3,24293,24342,971.72,50,21.970000000000027,0.6774591427690418,inf,10.420000000000016,0.3208128078817739,inf
02,963,964,3,2,21827,21876,873.08,50,16.75999999999999,0.6779935275080903,inf,10.120000000000005,0.4090541632983026,inf
16,62,59,5,6,1485,1516,59.4,32,16.789999999999964,0.6783838383838369,inf,-1.0299999999999727,-0.04209235798937363,inf
12,1337,1349,4,3,11406,11455,456.24,50,11.540000000000006,0.6784244562022342,inf,1.5600000000000023,0.09454545454545468,inf
14,2625,2628,7,8,25472,25521,1018.88,50,16.459999999999994,0.6796036333608586,inf,3.1799999999999997,0.13305439330543933,inf
18,455,457,3,2,10755,10804,430.2,50,22.769999999999982,0.6799044490892798,inf,14.379999999999939,0.4305389221556868,inf
04,1048,1050,6,7,24631,24680,985.24,50,21.18,0.6801541425818882,inf,15.77,0.504156010230179,inf
12,1217,1221,4,3,9832,9881,393.28,50,17.379999999999995,0.6813014504116031,inf,16.899999999999977,0.622238586156111,inf
08,110,111,4,3,1514,1563,60.56,50,17.70999999999998,0.6814159292035391,inf,7.930000000000007,0.30394787274817964,inf
14,552,549,7,8,4946,4995,197.84,50,15.839999999999975,0.6815834767641986,inf,4.0800000000000125,0.17708333333333387,inf
17,163,162,5,6,3400,3449,136.0,50,16.330000000000013,0.6818371607515663,inf,-1.75,-0.07377740303541316,inf
06,905,904,3,2,19070,19119,762.8,50,16.629999999999995,0.686056105610561,inf,-2.569999999999993,-0.10532786885245875,inf
02,651,649,3,2,14574,14623,582.96,50,15.629999999999995,0.6870329670329668,inf,2.5600000000000023,0.11302428256070651,inf
08,1169,1168,4,3,19680,19729,787.2,50,20.32000000000002,0.6906866077498307,inf,6.149999999999977,0.20805142083897082,inf
09,863,862,6,7,16528,16577,661.12,50,17.590000000000003,0.691430817610063,inf,4.469999999999999,0.17717003567181921,inf
16,815,811,3,2,19733,19774,789.32,42,16.89999999999999,0.6917724109701183,inf,4.439999999999998,0.17968433832456485,inf
07,431,430,6,7,7482,7531,299.28,50,24.50999999999999,0.6919819311123656,inf,12.629999999999995,0.3591128802957064,inf
04,385,386,6,7,8549,8598,341.96,50,22.309999999999995,0.693072382727555,inf,18.560000000000002,0.5810895428929242,inf
11,107,109,6,7,713,762,28.52,50,16.889999999999986,0.6936344969199173,inf,-1.8500000000000014,-0.07657284768211926,inf
04,576,574,6,7,14151,14200,566.04,50,19.980000000000018,0.6937500000000006,inf,11.159999999999997,0.39034627492130103,inf
01,395,393,5,6,8190,8239,327.6,50,16.75999999999999,0.6939958592132501,inf,-4.070000000000007,-0.16951270304040014,inf
03,407,406,5,6,10786,10835,431.44,50,20.47,0.6941336046117328,inf,8.25,0.2797558494404883,inf
19,379,380,3,2,8726,8775,349.04,50,15.78000000000003,0.6951541850220277,inf,10.069999999999993,0.44283201407211936,inf
06,921,924,7,8,19258,19307,770.32,50,17.4,0.6951658010387534,inf,12.630000000000003,0.5029868578255676,inf
12,1392,1383,3,4,11503,11552,460.12,50,12.819999999999993,0.6952277657266807,inf,9.420000000000016,0.5583876704208663,inf
06,164,163,7,8,3421,3470,136.84,50,17.00999999999999,0.6957055214723923,inf,-0.8900000000000006,-0.036341363821968176,inf
18,556,555,5,6,13536,13585,541.44,50,21.82000000000005,0.6962348436502888,inf,10.180000000000007,0.3297700032393912,inf
20,540,541,5,6,10990,11039,439.6,50,16.85000000000001,0.6974337748344375,inf,2.529999999999994,0.10590205106739196,inf
19,933,929,5,6,22624,22659,904.96,36,19.269999999999982,0.6981884057971007,inf,5.680000000000007,0.20867009551800172,inf
18,145,147,5,6,3097,3146,123.88,50,16.549999999999997,0.6991972961554709,inf,11.739999999999998,0.498090793381417,inf
13,315,318,7,8,2300,2349,92.0,50,17.46,0.6995192307692307,inf,16.3,0.6538307260328922,inf
20,1133,1130,5,6,24296,24329,971.84,34,18.170000000000016,0.7010030864197536,inf,5.42999999999995,0.21219226260257718,inf
14,2163,2166,4,3,21199,21248,847.96,50,23.980000000000018,0.7026076765309117,inf,19.549999999999955,0.5668309654972442,inf
18,246,249,3,2,5435,5484,217.4,50,18.269999999999982,0.702692307692307,inf,15.520000000000039,0.5962351133307736,inf
13,2302,2300,7,8,20720,20769,828.8,50,16.560000000000002,0.702886247877759,inf,0.8499999999999943,0.03609341825902311,inf
14,1310,1312,3,4,12421,12470,496.84,50,20.299999999999997,0.703639514731369,inf,15.81000000000003,0.532502526103066,inf
02,811,812,6,5,18139,18188,725.56,50,25.809999999999988,0.7044213973799123,inf,25.509999999999998,0.6959477835191733,638.0000000000136
10,387,390,6,7,6142,6191,245.68,50,19.619999999999997,0.7052480230050322,inf,16.25,0.5860079336458709,inf
12,2393,2397,3,2,20142,20191,805.68,50,16.779999999999973,0.7053383774695239,inf,7.920000000000016,0.33110367892976655,inf
19,873,875,3,2,21094,21143,843.76,50,17.169999999999987,0.7054231717337711,inf,7.279999999999973,0.29545454545454436,inf
11,373,374,3,2,3004,3053,120.16,50,16.849999999999966,0.7064989517819692,inf,10.600000000000023,0.44185077115464877,inf
06,919,917,4,3,19368,19417,774.72,50,17.569999999999993,0.7081821846029824,inf,2.880000000000024,0.11608222490931173,inf
12,109,110,4,3,855,904,34.2,50,13.190000000000012,0.7091397849462372,inf,11.040000000000006,0.5970795024337484,inf
06,659,657,6,7,14066,14115,562.64,50,18.900000000000006,0.7094594594594597,inf,2.1999999999999886,0.08252063015753895,inf
07,350,352,4,3,5732,5781,229.28,50,23.860000000000014,0.710119047619048,inf,13.42999999999995,0.3995834573043722,inf
07,746,749,4,3,13151,13200,526.04,50,26.28000000000003,0.7120021674343006,inf,18.579999999999984,0.5027056277056272,inf
10,782,781,4,3,13372,13421,534.88,50,23.980000000000018,0.7122067122067127,inf,13.740000000000009,0.4094159713945175,inf
08,755,754,6,7,13354,13403,534.16,50,21.819999999999993,0.7128389415223781,inf,13.399999999999977,0.4387688277668624,inf
14,66,68,6,7,424,473,16.96,50,20.73,0.7145811789038262,inf,18.11,0.6268605053651782,inf
12,1220,1218,6,7,10058,10084,402.32,27,22.70999999999998,0.7152755905511805,inf,17.180000000000007,0.5457433290978401,inf
13,1093,1094,6,7,9849,9898,393.96,50,23.72999999999999,0.7160531080265536,inf,18.20999999999998,0.5604801477377648,inf
18,599,601,3,2,14499,14548,579.96,50,18.67999999999995,0.7168073676131984,inf,8.730000000000018,0.3298073290517574,inf
13,1142,1145,6,7,10303,10352,412.12,50,21.72,0.7189672293942403,inf,14.480000000000004,0.4850921273031827,inf
12,733,735,7,8,5639,5688,225.56,50,20.950000000000003,0.7194368131868133,inf,12.189999999999998,0.4223839223839223,inf
06,1006,1003,4,3,21108,21140,844.32,33,18.229999999999997,0.7205533596837943,inf,-2.030000000000001,-0.0805555555555556,inf
07,610,612,7,6,10563,10612,422.52,50,30.22,0.7212410501193317,inf,30.120000000000005,0.7206022944550663,inf
06,107,109,4,3,2407,2456,96.28,50,18.069999999999993,0.7216453674121404,inf,11.519999999999982,0.45951336258476194,inf
16,331,332,5,6,7937,7986,317.48,50,17.720000000000013,0.7229702162382706,inf,7.020000000000003,0.28888888888888903,inf
13,90,95,3,2,394,443,15.76,50,16.889999999999986,0.7236503856041125,inf,15.199999999999989,0.6515216459494209,inf
09,564,565,7,8,10792,10841,431.68,50,18.080000000000013,0.7252306458082637,inf,6.3700000000000045,0.25695845098830195,inf
17,832,824,3,2,18987,19036,759.48,50,17.760000000000005,0.7269750306999593,inf,-0.14000000000001478,-0.005658852061439563,inf
13,174,176,3,2,1156,1205,46.24,50,17.44999999999999,0.7286012526096028,inf,14.03000000000003,0.5902397980647888,inf
13,1226,1224,6,7,11285,11334,451.4,50,18.920000000000016,0.7288135593220345,inf,13.379999999999995,0.5354141656662663,inf
12,1379,1385,7,8,11305,11354,452.2,50,16.94999999999999,0.7306034482758617,inf,14.38000000000001,0.6249456757931338,inf
12,689,692,3,2,5224,5273,208.96,50,12.759999999999991,0.7308132875143178,inf,10.409999999999968,0.5901360544217669,inf
11,557,559,8,7,4747,4774,189.88,28,24.120000000000005,0.7309090909090911,inf,23.55000000000001,0.7256041602936669,inf
09,1336,1330,3,2,25354,25403,1014.16,50,16.80000000000001,0.7310704960835513,inf,3.469999999999999,0.15086956521739125,inf
17,883,880,5,6,19935,19984,797.4,50,18.569999999999993,0.7316784869976357,inf,-4.910000000000025,-0.1959297685554679,inf
03,669,668,3,2,18701,18750,748.04,50,23.560000000000002,0.7319043181112148,inf,9.929999999999978,0.30714506650170054,inf
18,402,403,5,6,9367,9416,374.68,50,17.939999999999998,0.7319461444308444,inf,-0.8900000000000006,-0.03679206283588262,inf
06,106,105,6,7,2363,2412,94.52,50,20.73999999999998,0.7328621908127202,inf,8.030000000000001,0.28244811818501586,inf
03,744,743,5,6,20541,20590,821.64,50,16.92,0.7337380745880313,inf,2.489999999999995,0.1088286713286711,inf
10,17,14,7,8,318,367,12.72,50,19.309999999999945,0.733941467122765,inf,3.849999999999966,0.14666666666666536,inf
